"id","name","country","address","created_at"
301,"Shattel","pe","Mz. B Lote 4 Guayabo, Pachacamac, Lima","2018-10-20 17:36:06.490062"
302,"Dandelion","us","740 Valencia st, San Francisco; California 94110","2018-12-27 11:15:43.368973"
303,"Fjak","no","","2018-12-27 11:20:09.914101"
304,"Amma","br","Rua Dr. Altino Teixeira, 1260, Salvador BA Bahia 41233","2018-12-27 11:24:26.092842"
305,"Brookside","ca","Mississauga, Ontario, L4W 0B1","2018-12-27 11:28:39.077241"
306,"Georgia Ramon","de","Koenigswinterer Strasse 624, 53227 Bonn/Oberkassel","2018-12-27 11:31:53.614702"
307,"El portal de Cusco","pe","","2018-12-27 11:37:06.735422"
308,"President's choice","ca","Toronto M4T 2S8","2018-12-27 11:40:16.537458"
309,"Karuna","lt","Taikos pr 88, LT-51182 Kaunas","2018-12-27 11:44:54.609591"
310,"Choco Koo","ee","Telliskivi 33, 10611 Tallin","2018-12-27 11:47:36.311265"
311,"Rukét","it","via Statale, 12 - Sant'Agostino (FE)","2019-02-16 15:00:26.471298"
312,"Krakakoa","id","Bandar Lampung","2019-02-16 15:59:17.013941"
313,"Friis Holm","dk","Ndr. Ryevej 80, DK-4060 Kirke Såby ","2019-02-16 16:06:00.156119"
314,"Belmont","gd","Belmont Estate, St. Patrick","2019-02-16 16:10:11.725982"
315,"Maranà","pe","Calle las Magnolias 207, Barranco, Lima","2019-02-16 16:16:00.65209"
316,"Millenium","ua","49010, Dnipro, Str. Marie Curie 5","2019-02-16 16:59:11.706825"
318,"Hogarth","nz","10F Kotua place, Nelson","2019-02-16 17:03:47.943889"
320,"Sabadì","it","via Sorda Sampieri, 262; 97015 Modica (RG)","2019-04-26 09:57:00.597763"
321,"Ara chocolat","fr","54 Rue de Dunkerque;  75009 Paris","2019-04-26 10:06:24.966716"
322,"Dormouse Chocolates","gb","2 Atherton St. Manchester, M3 3GS","2019-04-26 10:09:41.701918"
323,"JK Fine chocolates","gb","","2019-04-26 10:29:28.579013"
324,"Omnom","is","Holmaslod 4, 101 Reykjavik","2019-04-26 13:07:20.176317"
325,"Islands chocolate","vc","Kingstown, P.O BOX 1774","2019-04-26 13:34:53.84045"
326,"Mestico chocolates","br","R. Baluarte, 528 - Itaim Bibi, São Paulo - SP, 04549-012","2019-04-26 13:38:14.912851"
327,"Duffy's","gb","Unit 2E, Humberston Business Park, Wilton Road Estate, Cleethorpes, DN36 4BJ","2019-04-26 13:41:22.702912"
328,"Soma chocolatemaker","ca","32 Tank House Lane, Toronto (Ontario) M5A 3C4","2019-04-26 13:46:42.178828"
329,"Ritual chocolate","us","1105 Iron horse drive, Park City, UT 84060","2019-04-26 13:56:35.394286"
330,"Crai","it","Via F.lli Cervi, Segrate (MI)","2019-06-15 14:11:47.827949"
331,"Solstice chocolate","us","Salt Lake City, UT 84123","2019-06-15 14:37:43.677862"
332,"Lubimov","ua","49010 Dnipropetrovsk city, Mary Curie street, 5","2019-06-15 15:01:51.527998"
333,"Naive","lt","Mulate UAB (Zietelos 3)","2019-06-15 15:06:51.872835"
334,"Akesson's","gb","15b Blenheim Crescent - Notting Hill - London W11 2EE","2019-06-15 15:19:09.812521"
335,"Cacaosuyo","pe","calle Robert Fulton n° 145, Ate. Lima","2019-06-15 15:24:12.133226"
336,"Luisa Abram","br","Rua Joaquim dos Reis, 311-CEP: 04727-150- Sao Paolo-SP","2019-06-15 15:28:45.568408"
337,"Tosier","gb","Ipswich, Suffolk IP1 2PP","2019-06-15 15:34:42.574457"
338,"Puyricard","fr","avenue Georges de Fabry - 13540 Puyricard","2019-06-15 15:53:01.28814"
339,"Shoud'e","ua","Yaseneva str. Kharkiv, 61066","2019-06-15 16:02:36.217129"
340,"Qantu","ca","2000, Rue Notre-Dame Est, Montreal QC","2019-06-15 16:07:31.485588"
341,"Fruition","us","3091 route 28, Shokan, NY 12481","2019-06-15 16:09:45.415535"
342,"Innato","pe","av. Circunvalaciòn dal club Golf Los Incas, n° 154 Of. 504 Santiago de Surco Lima 33","2019-06-15 16:12:55.813797"
343,"Solocacao","it","via Broletto 1/A, 42121, Reggio Emilia","2019-07-02 12:30:17.166959"
344,"Al nassma","ae","PO Box 117584, Dubai","2019-07-02 12:32:33.54765"
345,"Svenska kakaobolaget","se","Tranesvägen 37, 27392 Skåne-Tranås","2019-07-02 12:41:31.138451"
346,"Cocama","pe","Sector 2 group 21 mza, P. Lote 20, Lima 15831","2019-07-02 12:43:43.865256"
347,"Bohemian Chocolate Paradise","cz","Praha","2019-07-02 12:46:32.045142"
348,"Peluso","it","C.le Trecasucce, 41 - 97015 Modica","2020-03-02 08:04:32.307845"
349,"L'Angelica","it","via Maggiore Piovesana, 111; Conegliano (TV)","2020-03-03 07:36:18.832343"
350,"Rossmann","de","Isernhagener Str. 16, DE-30938 Burgwedel","2020-03-05 07:44:51.294707"
351,"Morin","fr","640 Chemin du Plan; 26290 Donzère","2020-03-05 07:47:57.663258"
352,"Utopick","es","Matias Perellò 14, 46005 Valencia","2020-03-11 07:25:07.621113"
353,"Belvie","vn","D11/3A Quach Dieu, Vinh Loc A Ward, Binh Chanh District, Ho Chi Minh City","2020-03-11 07:36:55.807406"
354,"Robert Chocolatier","mg","Antananarivo","2020-03-11 07:40:02.538411"
355,"Oialla","dk","Dyrehaven 7, 2930 Klampenborg","2020-03-11 07:45:03.282176"
356,"Raaka","us","64 Seabring Street Brooklyn, NY 11231","2020-03-11 07:48:14.930937"
357,"Havanna chocolates","ar","Brandesen 3251 Mar Del Plata, Buenos Aires","2020-03-19 07:24:26.646802"
358,"Auro chocolate","ph","Block 2F Lot 3, Phase I Filinvest Technology Park, Calamba City, Laguna","2020-03-19 07:34:21.31814"
359,"Jordis","cz","Spitalska 149/7, Hradec Kralove","2020-03-21 15:00:48.779791"
360,"Diogo Vaz","st","","2020-03-21 15:08:50.997887"
361,"Pancracio","es","Calle José del Toro, 2, 11001 Cádiz","2020-03-21 15:13:01.238468"
362,"Taucherli","ch","Ueberlandstrasse 18, 8015 Zurich","2020-04-16 07:35:38.809347"
363,"Standout chocolate","se","Farasvagen 45, 42837 Kallered","2020-04-16 09:10:22.4042"
365,"Chocolarder","gb","Falmouth, TR3 7JW","2020-04-16 09:15:04.699422"
366,"Firetree","gb","3 Holkham road, Peterbrough, PE2 6TE","2020-04-16 12:16:38.384765"
367,"Chequessett","us","8 Highland road, P.O. Box 250, North Truro, MA 02652","2020-04-16 12:21:19.179553"
368,"Franceschi","ve","Edif. Paisa PB Local 11 Urb. Bello Monte, Caracas, Distrito Capital 1050","2020-04-16 12:33:01.472978"
369,"Alberti","it","piazza Colonna, Benevento","2020-04-16 12:35:41.100148"
370,"Patagonian life","ar","Charcas 2737 Piso 4 Depto D, Ciudad di Buenos Aires","2020-05-30 14:15:46.213867"
371,"Land","gb","14 Teensdale Yard, Bethnal Green, London E2 6QE","2020-05-30 14:28:19.32193"
372,"Boho","us","296C Nonotuck St., Florence, MA 01062","2020-05-30 14:33:52.376785"
373,"La Oma de Ushuaia","ar","San Martin 499 - (9410). Ushuaia. Pcia. de Tierra del Fuego / Patagonia","2020-10-03 15:05:20.567423"
374,"Desbarres","ca","Uxbridge, ON Canada L9p 1b9","2020-10-03 15:08:14.925731"
375,"Oberholler","it","4 zona artigianale I-39058 Sarentino (BZ)","2020-10-03 15:14:48.37308"
376,"Metiisto","au","3/19 Croft Crescent; Toowoomba, QLD 4350","2020-10-03 15:21:32.77579"
377,"Fossa","sg","2 Mandai Link #02-04A, Singapore 728664","2020-10-03 15:25:00.489622"
378,"Lucifer","si","Šaleška cesta 19a, 3320 Velenje","2020-10-03 15:33:38.453751"
