"id","producer_id","description","cocoa_percentage","wrapper","quantity","double","archive","notes","created_at"
287,91,"Mousse au chocolat Orange",85,"paper",38,1,"","","2015-05-23 18:14:21"
288,16,"Nougatcreme Haselnuss Mandel",0,"box",100,0,"faldone verde","","2015-05-23 18:14:21"
289,50,"Cioccolato fondente extra",50,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
290,54,"Vulcano eruptionin Fimmvorduhals",33,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
291,94,"No. 1 mit feinstem kakao aus Ecuador",72,"box",100,0,"","","2015-05-23 18:14:21"
292,95,"Cioccolato extra amaro",75,"paper",100,1,"faldone giallo","","2015-05-23 18:14:21"
293,81,"miscela fondente 80%",80,"label",100,0,"faldone giallo","","2015-05-23 18:14:21"
294,96,"Tavoletta artigianale extrafondente al 87%",87,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
295,97,"Noir 75% cacao",75,"box",100,0,"","","2015-05-23 18:14:21"
296,98,"Suha smokva & prosek",70,"box",50,0,"","","2015-05-23 18:14:21"
297,99,"elite chocolate 75% cocoa",75,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
298,64,"Cioccolato fondente extra con nocciole",45,"box",150,0,"","da Mariagrazia","2015-05-23 18:14:21"
299,100,"Confiserie Chocolade - Marc de Champagne Truffel",35,"box",100,0,"","da Mariagrazia","2015-05-23 18:14:21"
300,96,"Tavoletta artigianale extrabitter al 98%",98,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
301,81,"Monovarietà Cumarebo",70,"label",100,0,"faldone giallo","","2015-05-23 18:14:21"
302,31,"Gran selezione degustazione Ghana",70,"box",75,0,"faldone blu","","2015-05-23 18:14:21"
303,92,"Gran cru Piura Pachiza Perù",70,"box",100,0,"","","2015-05-23 18:14:21"
304,87,"Lime e Zenzero",70,"box",50,1,"","","2015-05-23 18:14:21"
305,87,"Mirtillo e Lampone",70,"box",50,1,"","","2015-05-23 18:14:21"
306,101,"Cioccolato fondente con cannella",75,"box",50,0,"faldone blu","","2015-05-23 18:14:21"
307,89,"Peppermint bark",0,"box",85,0,"faldone verde","","2015-05-23 18:14:21"
308,102,"Nocciolato",30,"box",100,0,"","","2015-05-23 18:14:21"
309,47,"Noir Abinao 2013",85,"box",70,0,"","","2015-05-23 18:14:21"
310,41,"Extra Bitter 2013",81,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
311,103,"Walnuts & honey",30,"box",100,0,"","","2015-05-23 18:14:21"
312,104,"Chocolat noir tradition",72,"box",100,0,"","","2015-05-23 18:14:21"
313,105,"Chocolate noir aux eclats de cacao",76,"box",100,0,"","","2015-05-23 18:14:21"
314,106,"Chocolate preto (1930-1940, reeditada 2012)",70,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
315,107,"Chocolate de mi pueblo",70,"paper",125,0,"faldone rosso","","2015-05-23 18:14:21"
316,84,"Seka i Braco Mlijecna cokolada s ljesnjacima",30,"paper",75,0,"faldone rosso","","2015-05-23 18:14:21"
317,108,"Intenso cacao criollo e trinitario",73,"box",80,0,"faldone blu","","2015-05-23 18:14:21"
318,87,"Fondente sale delle hawaii",70,"box",50,0,"","","2015-05-23 18:14:21"
319,13,"Knusperflakes",30,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
320,16,"Lindor extra fondente",60,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
321,92,"Gran cru Las Palmas Santo Domingo",75,"box",100,0,"","","2015-05-23 18:14:21"
322,13,"Halbbitter",50,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
323,109,"Puro cioccolato extra fondente",52,"paper",200,0,"faldone giallo","","2015-05-23 18:14:21"
324,83,"Cioccolato fondente extra - Ecuador",70,"box",100,1,"faldone blu","","2015-05-23 18:14:21"
325,98,"Lavanda",70,"box",50,0,"","","2015-05-23 18:14:21"
326,70,"Porcelana",70,"box",50,0,"faldone blu","","2015-05-23 18:14:21"
327,110,"Cioccolato fondente extra amaro",60,"box",100,0,"","","2015-05-23 18:14:21"
328,110,"Cioccolato fondente al vin brulè",55,"box",100,0,"","","2015-05-23 18:14:21"
329,1,"Criollo Javablond",70,"box",25,0,"","","2015-05-23 18:14:21"
330,71,"Pepita cioccolato bianco al mirtillo",35,"box",90,0,"","","2015-05-23 18:14:21"
331,111,"Noir Premium",72,"box",100,0,"","","2015-05-23 18:14:21"
332,47,"Noir Manjari Madagascar",64,"box",70,1,"","","2015-05-23 18:14:21"
333,16,"Fondente nocciole",45,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
334,16,"Latte nocciole",30,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
335,112,"Villa Gracinda, Sao Tomè",67,"box",70,0,"faldone verde","","2015-05-23 18:14:21"
336,113,"Bolivia selvaggio 60h concaggio",68,"paper",50,0,"faldone giallo","","2015-05-23 18:14:21"
337,87,"Santo Domingo",85,"box",80,0,"","","2015-05-23 18:14:21"
338,114,"Ivory coast & ecuadorian plain chocolate",85,"box",100,0,"","da Sarah","2015-05-23 18:14:21"
339,115,"Gran cacao",90,"box",100,0,"faldone blu","","2015-05-23 18:14:21"
340,87,"Sale delle Hawaii (2014)",70,"box",50,0,"","","2015-05-23 18:14:21"
341,116,"The Shops at Darlington: Dark, rich and velvety",56,"box",100,0,"","da Sarah","2015-05-23 18:14:21"
342,1,"Criollo Chuao",70,"box",25,0,"","","2015-05-23 18:14:21"
343,115,"LatteNero",70,"box",100,0,"faldone blu","","2015-05-23 18:14:21"
344,89,"Vanilla dream - white chocolate with vanilla beans",0,"paper",11,0,"faldone rosso","da Michela","2015-05-23 18:14:21"
345,16,"Eiscafé",0,"box",100,0,"faldone verde","da Giulia","2015-05-23 18:14:21"
346,31,"Cioccolato bianco con champagne e ribes nero",0,"box",75,0,"faldone blu","da Alice","2015-05-23 18:14:21"
347,111,"Noir Premium",78,"box",100,0,"","","2015-05-23 18:14:21"
348,111,"Noir Premium",85,"box",100,0,"","","2015-05-23 18:14:21"
349,98,"Malinovo Ulje",70,"box",50,0,"","","2015-05-23 18:14:21"
350,87,"sud americano Porcellana",85,"box",80,0,"","","2015-05-23 18:14:21"
351,7,"Biologico 3 cioccolate",0,"box",210,0,"","","2015-05-23 18:14:21"
352,7,"Sali del mediterraneo 3 cioccolate",0,"box",210,0,"","","2015-05-23 18:14:21"
353,8,"Mascao fondente extra menta",61,"box",100,0,"faldone blu","","2015-05-23 18:14:21"
354,16,"Aprikose-Mandel",0,"box",100,0,"faldone verde","da Giulia","2015-05-23 18:14:21"
355,117,"Noblesse",55,"box",100,0,"","","2015-05-23 18:14:21"
356,16,"Mousse au chocolat Feinherb",35,"box",140,0,"raccoglitore","da Giulia","2015-05-23 18:14:21"
357,112,"Grand noir",85,"paper",30,0,"faldone rosso","","2015-05-23 18:14:21"
358,1,"Criollo Guasare",70,"box",25,0,"","","2015-05-23 18:14:21"
359,118,"Ecuador degustazione",72,"box",70,0,"","","2015-05-23 18:14:21"
360,87,"Cioccolato fondente e mirtillo rosso",72,"box",80,0,"","","2015-05-23 18:14:21"
361,87,"Nocciola delle langhe",50,"box",50,0,"","","2015-05-23 18:14:21"
362,98,"Dalmatinski Rogac",70,"box",50,0,"","","2015-05-23 18:14:21"
363,113,"Criollo peruano",100,"paper",50,0,"faldone giallo","","2015-05-23 18:14:21"
364,31,"Gianduia gran selezione degustazione",31,"box",75,0,"faldone blu","da Alice","2015-05-23 18:14:21"
365,7,"Cacao fino aromatico Criollo Blanco e nacional Amendolado",70,"paper",70,0,"","","2015-05-23 18:14:21"
366,16,"Cioccolato fondente con granella alla menta (2014)",50,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
367,16,"Cioccolato al latte con granella di cocco (2014)",30,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
368,16,"Cioccolato bianco con biscotti al cacao, nocciole e wafer (2014)",0,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
369,46,"Cioccolato grezzo alla pietra all'arancia",70,"box",55,0,"faldone blu","","2015-05-23 18:14:21"
370,115,"Gran cacao Perù Apurimac",70,"box",100,0,"faldone blu","","2015-05-23 18:14:21"
371,119,"Cioccolato al lattes Cacao del Perù",36,"paper",100,0,"faldone giallo","da michela","2015-05-23 18:14:21"
372,120,"Cioccolato fondente extra",72,"paper",100,1,"faldone giallo","","2015-05-23 18:14:21"
373,121,"Mork chokolade",70,"box",100,0,"","da Francesco","2015-05-23 18:14:21"
374,87,"Cioccolato con more delle dolomiti",70,"box",60,0,"","","2015-05-23 18:14:21"
375,16,"Fraise intense",47,"box",100,0,"faldone verde","","2015-05-23 18:14:21"
376,122,"Fondente - Anice",72,"box",50,0,"","","2015-05-23 18:14:21"
377,123,"Edel bitter",70,"box",0,0,"","","2015-05-23 18:14:21"
378,124,"Dark",72,"box",100,1,"","","2015-05-23 18:14:21"
379,125,"Noir Degustation Republique Dominicaine",80,"box",100,0,"","","2015-05-23 18:14:21"
380,126,"Fondant Sao Thome",70,"box",100,0,"","","2015-05-23 18:14:21"
381,127,"Patè",90,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
382,128,"Cioccolato fondente",52,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
383,74,"Noir profond",85,"box",80,0,"","","2015-05-23 18:14:21"
384,70,"Chuao",70,"box",50,0,"faldone blu","","2015-05-23 18:14:21"
385,129,"Extra bitter blend 75%",75,"box",110,0,"","da Andrea e Mariagrazia","2015-05-23 18:14:21"
386,130,"Finest Dark chocolate",70,"box",125,0,"","","2015-05-23 18:14:21"
387,130,"Finest Dark Chocolate",70,"paper",25,1,"","","2015-05-23 18:14:21"
388,7,"Cioccolato extra fondente alla lavanda, con fiori di sale e arancia",60,"paper",70,0,"","","2015-05-23 18:14:21"
389,115,"LatteNero",62,"box",100,0,"faldone blu","","2015-05-23 18:14:21"
390,112,"Noir infini",99,"paper",30,0,"faldone rosso","","2015-05-23 18:14:21"
391,131,"Luxury dark chocolate solid bar",52,"box",90,0,"","da fabrizio e samanta","2015-05-23 18:14:21"
392,74,"Noir menthe - citron vert",70,"box",80,0,"","","2015-05-23 18:14:21"
393,160,"Piacere fondente extra cacao",45,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
394,134,"Noir intense",70,"box",100,0,"","","2015-05-23 18:14:21"
395,135,"Milk chocolate with fruit & nuts",29,"paper",300,0,"","","2015-05-23 18:14:21"
396,8,"Blocco di cioccolato",60,"paper",200,0,"faldone giallo","","2015-05-23 18:14:21"
397,16,"Extra fondente 2015",72,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
398,136,"Dark chocolate",70,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
399,137,"Mork belisk chokolade",55,"box",85,0,"","","2015-05-23 18:14:21"
400,127,"Acacia",65,"paper",120,0,"faldone giallo","","2015-05-23 18:14:21"
401,29,"Nero fondente extra",70,"box",100,1,"faldone blu","","2015-05-23 18:14:21"
402,29,"Nero semi di cacao",70,"box",100,0,"faldone blu","","2015-05-23 18:14:21"
403,7,"Cacao fino aromatico Criollo Blanco e nacional Amendolado",100,"paper",70,0,"","","2015-05-23 18:14:21"
404,138,"Dark-noir",0,"paper",87,0,"faldone giallo","","2015-05-23 18:14:21"
405,131,"Luxury dark chocolate truffle bar",52,"box",90,0,"","","2015-05-23 18:14:21"
406,139,"Irish dark chocolate bar",60,"box",100,0,"","","2015-05-23 18:14:21"
407,14,"Edel bitter chili Ecuador",70,"box",100,0,"faldone verde","da Francesco","2015-05-23 18:14:21"
408,7,"Nibs di fave tostate di cacao Criollo Blanco e Nacional Amendolado",70,"paper",70,0,"","","2015-05-23 18:14:21"
409,140,"Cioccolato fondente ripieno al cocco",60,"paper",25,0,"faldone giallo","","2015-05-23 18:14:21"
410,31,"Extra fondente (2014)",88,"box",75,0,"faldone blu","da Alice","2015-05-23 18:14:21"
411,87,"Tavolozza fondente 70%",70,"box",220,0,"","","2015-05-23 18:14:21"
412,141,"Panama",80,"paper",85,0,"faldone rosso","","2015-05-23 18:14:21"
413,142,"Goldenberries",60,"box",50,0,"","","2015-05-23 18:14:21"
414,140,"Cioccolato al latte con nocciole",39,"paper",35,0,"faldone giallo","","2015-05-23 18:14:21"
415,140,"Fondente ripieno alla nocciola e cereali",60,"paper",25,0,"faldone giallo","","2015-05-23 18:14:21"
416,140,"Cioccolato fondente 72%",72,"paper",35,0,"faldone giallo","","2015-05-23 18:14:21"
417,140,"Cioccolato bianco ai mirtilli",0,"paper",35,0,"faldone giallo","","2015-05-23 18:14:21"
418,124,"Dark",85,"box",100,0,"","","2015-05-23 18:14:21"
419,31,"Cioccolato extra fondente con cristalli alla menta",70,"box",75,0,"faldone blu","da Alice","2015-05-23 18:14:21"
420,7,"Cioccolato extra fondente aromatico, con fior di sale e nibs",80,"paper",70,0,"","","2015-05-23 18:14:21"
421,16,"Lime intense",47,"box",100,0,"faldone verde","","2015-05-23 18:14:21"
422,25,"Czekolada gorzka (2014)",64,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
423,8,"Bribon fondente zenzero e limone (2014)",60,"paper",30,0,"faldone giallo","","2015-05-23 18:14:21"
424,140,"Cioccolato al latte ripieno al latte e cereali",32,"paper",25,0,"faldone giallo","","2015-05-23 18:14:21"
425,9,"A ccioccolata al mascobado",45,"paper",60,0,"","","2015-05-23 18:14:21"
426,140,"Cioccolato al latte e caramel",39,"paper",35,0,"faldone giallo","","2015-05-23 18:14:21"
427,143,"Vietnam",80,"paper",45,0,"faldone rosso","","2015-05-23 18:14:21"
428,14,"Vollmilch mandel",33,"box",100,0,"faldone verde","","2015-05-23 18:14:21"
429,144,"Chocolat noir grand cru n°2",90,"box",100,0,"","","2015-05-23 18:14:21"
430,145,"cioccolato al latte con Bombardino",30,"paper",100,0,"faldone giallo","da genitori Cecilia","2015-05-23 18:14:21"
431,29,"Tablò fondente",45,"paper",80,0,"faldone giallo","","2015-05-23 18:14:21"
432,29,"Tablò fondente",46,"paper",80,0,"faldone giallo","","2015-05-23 18:14:21"
433,146,"Dark chocolate trio of Madagascan peppers",70,"box",75,0,"faldone verde","","2015-05-23 18:14:21"
434,70,"Blanco de criollo novembre 2012",70,"box",50,0,"faldone blu","","2015-05-23 18:14:21"
435,71,"Juanita fondente extra",60,"box",90,0,"","","2015-05-23 18:14:21"
436,6,"Cioccolato al latte finissimo (solo con puro cacao)",30,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
437,1,"Il blend",70,"box",25,0,"faldone blu","","2015-05-23 18:14:21"
438,147,"Chocolate sin szucares anadidos",54,"paper",85,0,"faldone rosso","","2015-05-23 18:14:21"
439,29,"Cioccolato fondente nocciole, mandorle e mirtilli",54,"paper",195,0,"raccoglitore","","2015-05-23 18:14:21"
440,148,"Ba Ria so-co-laden",76,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
441,46,"Cioccolato fondente senza zuccheri",64,"box",75,0,"","","2015-05-23 18:14:21"
442,50,"cioccolato fondente extra",50,"paper",200,0,"faldone giallo","","2015-05-23 18:14:21"
443,41,"Extra Bitter",73,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
444,149,"cioccolato fondente extra amaro",70,"box",100,0,"","","2015-05-23 18:14:21"
445,16,"Dark chocolate cookie",47,"box",100,0,"faldone verde","","2015-05-23 18:14:21"
446,34,"Fondente macchiato",73,"box",100,0,"","","2015-05-23 18:14:21"
447,146,"Dark bar",100,"box",100,0,"faldone verde","","2015-05-23 18:14:21"
448,150,"Extra dark chocolate chilli and lime",72,"paper",85,0,"faldone rosso","","2015-05-23 18:14:21"
449,7,"Cuor di cacao",56,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
450,16,"Duetto cioccolato fondente con biscotto al cacao",45,"paper",120,0,"faldone rosso","","2015-05-23 18:14:21"
451,151,"Fondente",0,"paper",0,0,"faldone giallo","","2015-05-23 18:14:21"
452,152,"Cioccolato al latte con nocciole intere",30,"paper",100,0,"faldone rosso","da Steve","2015-05-23 18:14:21"
453,13,"Fondente extra (novità)",73,"paper",100,1,"faldone rosso","","2015-05-23 18:14:21"
454,16,"Noir intense (scadenza dorata, 2014)",70,"box",100,1,"faldone verde","","2015-05-23 18:14:21"
455,69,"Cioccolato di modica alla vaniglia",50,"box",100,0,"faldone blu","","2015-05-23 18:14:21"
456,14,"Feine bitter Panama",92,"box",80,0,"faldone verde","","2015-05-23 18:14:21"
457,153,"Emergency cioccolato fondente",60,"box",100,0,"","","2015-05-23 18:14:21"
458,154,"Limited edition - Alto Piura - Perou",85,"box",80,0,"","","2015-05-23 18:14:21"
459,7,"Cioccolato latte al mandarino, con fior di sale e pepe",32,"paper",70,0,"","","2015-05-23 18:14:21"
460,155,"Noir Ecuador",77,"box",100,0,"","da Steve","2015-05-23 18:14:21"
461,156,"Grenade",60,"box",25,0,"","","2015-05-23 18:14:21"
462,6,"Ghana cioccolato amaro delicato 2015",70,"box",75,0,"faldone blu","","2015-05-23 18:14:21"
463,83,"Cioccolato bianco biologico vaniglia del Madagascar",0,"box",100,0,"faldone blu","","2015-05-23 18:14:21"
464,83,"Cioccolato fondente extra - Repubblica Dominicana 2015",70,"box",100,0,"faldone blu","","2015-05-23 18:14:21"
465,1,"Il 100%",100,"box",25,1,"faldone blu","","2015-05-23 18:14:21"
466,157,"Almond milk",40,"box",45,0,"","","2015-05-23 18:14:21"
467,49,"Cioccolato puro",90,"box",50,0,"","","2015-05-23 18:14:21"
468,158,"#50 Dark chocolate / Tonka beans / Lemon",40,"box",75,0,"","","2015-05-23 18:14:21"
469,159,"Puro cioccolato extra fondente - Cuba",70,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
470,159,"Puro cioccolato extra fondente con cardamomo",60,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
471,7,"You're sweet like chocolate",56,"paper",45,0,"faldone giallo","","2015-05-23 18:14:21"
472,99,"bitter chocolate",58,"paper",100,0,"faldone rosso","","2015-05-23 18:14:21"
473,160,"con nocciole",30,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
474,160,"Milka & Oreo",12,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
475,26,"Arriba superieur 2015",81,"box",125,0,"","","2015-05-23 18:14:21"
476,26,"D'amazonie",60,"box",125,0,"","","2015-05-23 18:14:21"
477,159,"Puro cioccolato extra fondente con zenzero",60,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
478,161,"cioccolato fondente con stevia",70,"paper",100,0,"faldone giallo","","2015-05-23 18:14:21"
479,7,"Cioccolato extra fondente",80,"paper",45,0,"faldone giallo","","2015-05-23 18:14:21"
480,6,"Fondente extra amaro (solo con puro cacao, 2015) ",72,"paper",100,1,"faldone giallo","","2015-05-23 18:14:21"
481,1,"Cioccolato fondente extra Arriba",50,"box",50,0,"","","2015-05-23 18:14:21"
482,13,"Fondente con nocciole intere",50,"paper",100,1,"faldone rosso","","2015-05-23 18:14:21"
483,7,"Fondente extra dark chocolate nibs",75,"paper",800,0,"","","2015-06-21 14:44:38"
484,7,"Blend confezione 3 cioccolate 2016",0,"box",210,0,"","","2015-06-21 14:50:43"
485,7,"Blend fondente extra dark chocolate 2016",60,"paper",70,0,"","","2015-06-21 14:50:43"
486,7,"Blend fondente extra dark chocolate 2016",90,"paper",70,0,"","","2015-06-21 14:50:43"
487,68,"Finissimo cioccolato fondente extra Blend -Perù",70,"paper",50,0,"","","2015-06-21 14:59:27"
488,68,"Finissimo cioccolato fondente extra Blend - Colombia",75,"paper",50,0,"","","2015-06-21 14:59:27"
489,68,"Finissimo cioccolato fondente extra Blend - Venezuela",85,"paper",50,0,"","","2015-06-21 14:59:27"
490,68,"Le rotte del cacao",0,"box",150,0,"","","2015-06-21 14:59:27"
491,47,"Blond Dulcey",32,"box",70,0,"","","2015-06-21 15:08:08"
492,47,"Lait Tanariva Madagascar",33,"box",70,0,"","","2015-06-21 15:08:08"
493,47,"Lait Jivara",40,"box",70,0,"","","2015-06-21 15:08:08"
494,47,"Noir Alpaco Ecuador",66,"box",70,0,"","","2015-06-21 15:08:08"
495,47,"Noir Tainori Dominican Republic",64,"box",70,0,"","","2015-06-21 15:08:08"
496,47,"Noir Caraibe",66,"box",70,0,"","","2015-06-21 15:08:08"
497,47,"Noir Guanaja",70,"box",70,0,"","","2015-06-21 15:08:08"
498,47,"Collection Grands Crus",0,"box",560,0,"","","2015-06-21 15:08:08"
499,16,"Mousse au chocolat Weiss",36,"box",140,0,"raccoglitore","","2015-06-21 15:11:46"
500,50,"cioccolato fondente extra biologico 2015",70,"box",100,0,"faldone blu","","2015-06-21 15:14:03"
501,50,"cioccolato fondente di Modica",60,"box",75,0,"faldone blu","","2015-06-21 15:15:56"
502,49,"Cioccolato puro con scorza d'arancia",65,"box",50,0,"","da Steve","2015-06-21 15:18:51"
503,49,"Cioccolato cannella",50,"paper",100,0,"faldone giallo","da Steve","2015-06-21 15:18:51"
504,49,"Cioccolato vaniglia",50,"paper",100,1,"faldone giallo","da Steve","2015-06-21 15:18:51"
505,162,"Chocolat fondant Sao Thomé",70,"box",85,0,"","","2015-06-21 15:22:43"
506,144,"Chocolat collection 2",85,"box",100,0,"faldone verde","","2015-06-21 15:24:12"
507,126,"Sambirano Madagascar",72,"box",80,0,"","","2015-06-21 15:25:18"
508,164,"Chocolate soft com nibs de cacau",73,"paper",50,0,"faldone rosso","","2015-06-21 15:32:39"
509,160,"con tenero cuore al cacao",8,"paper",100,0,"faldone giallo","","2015-06-21 15:34:42"
510,165,"Fondente noir",72,"paper",100,1,"faldone giallo","","2015-06-21 15:38:51"
511,165,"Fondente",50,"paper",100,0,"faldone giallo","","2015-06-21 15:38:51"
512,165,"Cioccolato fondente biologico equosolidale Repubblica Dominicana",70,"paper",100,0,"faldone giallo","","2015-06-21 15:44:47"
513,166,"Chuao Venezuela",75,"paper",100,0,"faldone rosso","","2015-06-21 15:48:09"
514,50,"Fondente extra con nocciole intere (2015)",54,"paper",130,0,"faldone giallo","","2015-06-21 15:50:36"
515,167,"Fondente lampone grand cru Venezuela",66,"paper",50,0,"faldone giallo","","2015-06-21 15:57:03"
516,167,"Fondenete limone di Sorrento grand cru Venezuela",66,"paper",50,0,"faldone giallo","","2016-02-14 15:42:47"
517,167,"Fondente grand cru Venezuela",72,"paper",50,0,"faldone giallo","","2015-06-21 15:57:03"
518,168,"Dark",96,"paper",100,0,"faldone rosso","","2015-06-21 15:59:16"
519,8,"Cioccolato finissimo al latte",34,"paper",20,0,"faldone giallo","","2015-06-21 16:01:04"
520,16,"Fondente con pezzi di cocco",50,"paper",100,0,"faldone rosso","","2015-08-09 16:19:27"
521,16,"Latte con toffee e liquirizia",30,"paper",100,0,"faldone rosso","","2015-08-09 16:21:58"
522,169,"Cioccolato fondente",60,"paper",85,1,"faldone giallo","","2015-08-09 16:24:50"
523,169,"Cioccolato fondente",70,"paper",85,1,"faldone giallo","","2015-08-09 16:24:50"
524,7,"I love you more than i love chocolate",56,"paper",45,0,"faldone giallo","","2015-08-09 16:27:20"
525,170,"Chocolate negro",70,"paper",100,0,"faldone rosso","","2015-08-09 16:30:12"
526,171,"Chocolate Negro com Pimentas",57,"paper",200,0,"faldone rosso","","2015-08-09 16:34:34"
527,172,"Chocolate negro vinho do porto",70,"paper",200,0,"faldone rosso","","2015-08-09 16:37:26"
528,47,"El Pedregal 2014",64,"box",70,0,"","","2015-08-09 16:43:27"
529,47,"Gran Couva 2014",64,"box",70,0,"","","2015-08-09 16:44:15"
530,104,"Chocolat noir au cafè",72,"box",100,0,"","","2015-08-09 16:47:42"
531,33,"Extra fondente Costa Rica (biologico equosolidale)",71,"box",100,0,"faldone blu","","2015-08-09 16:49:58"
532,33,"Extra fondente Costa Rica (2015)",71,"box",100,1,"faldone blu","","2015-08-09 16:51:51"
533,31,"Cioccolato con Barbaresco",30,"box",75,0,"faldone blu","","2015-08-09 16:52:50"
534,69,"Cioccolato di Modica alla Vaniglia (2015)",50,"box",100,1,"faldone blu","","2015-08-09 16:59:36"
535,173,"Chocolate preto",72,"box",200,0,"","","2015-08-09 17:01:29"
536,16,"Latte con 3 cereali e lamponi",30,"paper",100,0,"faldone rosso","","2015-08-09 17:08:25"
537,13,"keks + nuss",30,"paper",250,0,"raccoglitore","dal Whites","2015-10-10 14:27:05"
538,13,"Noccio biscotto",30,"paper",100,1,"faldone rosso","","2015-10-10 14:28:42"
539,166,"Noir",100,"paper",100,0,"faldone rosso","","2015-10-10 14:49:51"
540,160,"Sweet winter",30,"paper",100,0,"faldone giallo","","2015-10-10 14:53:08"
541,6,"Novibloc - cioccolato fondente extra",50,"paper",150,1,"faldone giallo","","2015-10-10 15:00:43"
542,2,"Extra fondente",70,"box",100,0,"","","2015-10-11 14:23:15"
543,69,"Cioccolato di Modica al pistacchio",50,"box",100,1,"faldone blu","","2015-10-11 14:32:06"
544,175,"Lacrì blend Madagascar",76,"box",100,0,"","","2015-10-11 14:34:51"
545,176,"Cioccolato alla cannella 2015",55,"box",100,0,"faldone blu","","2015-10-11 14:36:31"
546,177,"Ecuador puro Criollo grand cru",75,"box",50,0,"","","2015-10-11 14:38:19"
547,178,"Noir Uganda",80,"box",100,0,"","","2015-10-11 14:41:49"
548,179,"Repubblica Dominicana",70,"box",100,0,"","","2015-10-11 14:44:25"
549,179,"Perù",70,"box",100,0,"","","2015-10-11 14:44:25"
550,33,"Fondente con acai (2015)",62,"box",50,0,"faldone blu","da Francesco De Marchi","2015-10-11 14:46:44"
551,180,"Dark chocolate",72,"box",100,0,"","","2015-10-11 14:49:06"
552,6,"Ecuador cioccolato aromatico intenso (2015)",75,"box",75,0,"faldone blu","","2015-10-11 14:52:29"
553,6,"Extra fondente con scorzette di arancia e mandorle",70,"box",75,1,"faldone blu","","2015-10-11 14:53:19"
554,47,"Ampamakia millésime 2014",64,"box",70,0,"","","2015-10-11 14:55:39"
555,181,"Cioccolato puro fondente finissimo",52,"paper",100,0,"faldone giallo","","2015-11-22 17:23:09"
556,50,"Cioccolato fondente extra",72,"paper",100,0,"faldone giallo","","2015-11-22 17:25:23"
557,150,"Extra dark chocolate pumpkin seeds and hemp oil",72,"paper",85,0,"faldone rosso","","2015-11-22 17:26:59"
558,6,"Cioccolato al latte finissimo con nocciole",30,"paper",100,1,"faldone giallo","da Francesco De Marchi","2015-11-22 17:32:03"
559,6,"Cioccolato fondente extra con nocciole",50,"paper",100,1,"faldone giallo","da Francesco de Marchi","2015-11-22 17:32:03"
560,182,"Chocolate negro ecologico Filipinas",71,"paper",125,0,"raccoglitore","da Steve","2015-11-22 17:34:46"
561,109,"Cioccolato extra fondente",55,"paper",200,0,"faldone giallo","da Steve","2015-11-22 17:40:13"
562,183,"Cioccolato extrafondente",75,"paper",200,0,"faldone giallo","da Whites","2015-11-22 17:42:07"
563,160,"Bubbly latte",30,"paper",90,0,"faldone giallo","","2015-11-22 17:48:12"
564,160,"Cioccolato al latte & Cracker TUC",30,"paper",87,0,"faldone giallo","","2015-11-22 17:48:12"
565,160,"Cioccolato al latte e biscotti ORO",30,"paper",87,0,"faldone giallo","","2015-11-22 17:48:12"
566,13,"Cioccolato al latte extra con biscotto al burro e crema fine al cacao",29,"paper",100,0,"faldone rosso","","2015-11-22 17:53:14"
567,31,"Cioccolato bianco con estratto naturale di rosa",0,"box",75,0,"faldone blu","","2015-11-22 17:59:13"
568,31,"Cioccolato extra fondente con scorza di limone e cristalli al ginger",70,"box",75,0,"faldone blu","","2015-11-22 17:59:13"
569,16,"Noir puissant (2015)",85,"box",100,1,"faldone verde","","2015-11-22 18:04:51"
570,8,"Cioccolato fondente extra Cru di Cacao Arriba Ecuador",70,"box",50,0,"","","2015-11-22 18:08:40"
